row_id,question_group_id,question,original_question,bloom_level,legacy_bloom_level,source_document,source_paragraph,quality_flags,split
pone-row-383fa254947ed504,pone-question-163e1cad77ece644,"Show, through role-play, the final scene in the novel.","Show, through role-play, the final scene in the novel.",apply,application,pone.0230442.s002.docx,258,none,validation
pone-row-84bad14946dfa5de,pone-question-60f3be30ce0022c5,Solve a math problem using familiar procedure or formula,Solve a math problem using familiar procedure or formula,apply,application,pone.0230442.s002.docx,259,none,train
pone-row-c4255d7f2586687a,pone-question-f46f7ffc3edc497d,Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,apply,application,pone.0230442.s002.docx,260,missing_context,train
pone-row-5e7fd9ce5fd11e87,pone-question-8132153b7cdfb841,Would you solve these two problems using similar approaches,Would you solve these two problems using similar approaches,apply,application,pone.0230442.s002.docx,261,none,train
pone-row-c17b77b0c9b449c1,pone-question-c792eaf612939184,Use Laplace to solve the following problems,Use Laplace to solve the following problems,apply,application,pone.0230442.s002.docx,262,missing_context,train
pone-row-be6393493f5ebd63,pone-question-64b99b76edf36695,Can you solve the following problem,Can you solve the following problem ,apply,application,pone.0230442.s002.docx,263,missing_context,train
pone-row-d2322da77585e871,pone-question-71a7615a2af2b7a1,How to specify the impact energy and impact test temperature of the material in the Code,How to specify the impact energy and impact test temperature of the material in the Code,apply,application,pone.0230442.s002.docx,264,none,train
pone-row-4db50320457df65f,pone-question-b7a0addd93155866,Specify the thickness of a galvanized coating based on atmospheric data? (level 2),Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,apply,application,pone.0230442.s002.docx,265,exact_duplicate,train
pone-row-141f4c4160f1c0e6,pone-question-b7a0addd93155866,Specify the thickness of a galvanized coating based on atmospheric data? (level 2),Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,apply,application,pone.0230442.s002.docx,266,exact_duplicate,train
pone-row-3ec1e60e53a93cdd,pone-question-7b656ca79527c3b1,How does one specify the syntactical restrictions,How does one specify the syntactical restrictions,apply,application,pone.0230442.s002.docx,267,none,train
pone-row-1ca8ba72e8c463f8,pone-question-e22d8575379f6e2b,Specify a deterministic finite automaton (DFA) recognizing the,Specify a deterministic finite automaton (DFA) recognizing the,apply,application,pone.0230442.s002.docx,268,none,train
pone-row-b5d1419a03a9b1d1,pone-question-b0a05c5f420ca78f,Take a collection of photographs to demonstrate a particular point.,Take a collection of photographs to demonstrate a particular point.,apply,application,pone.0230442.s002.docx,269,none,train
pone-row-4674675a989079b3,pone-question-4fa7936e81d6908f,Use a costing model to compute prices on goods to maximise profits and minimise costs.,Use a costing model to compute prices on goods to maximise profits and minimise costs.,apply,application,pone.0230442.s002.docx,270,none,train
pone-row-6f7dd9fd086be3a7,pone-question-c784dfaece9221e2,Use a manual to calculate an employee's vacation time.,Use a manual to calculate an employee's vacation time.,apply,application,pone.0230442.s002.docx,271,none,train
pone-row-e97256d3ef5b5d6f,pone-question-f457e51f53b0f643,Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,apply,application,pone.0230442.s002.docx,272,none,test
pone-row-9c8b81709dad5678,pone-question-5b1cdb8bb25bc4f6,Use the rule for a semicolon in a sentence.,Use the rule for a semicolon in a sentence.,apply,application,pone.0230442.s002.docx,273,none,test
pone-row-6ba6724d841d73a1,pone-question-c95bc42c2ee24685,What factors would you change if . . .?,What factors would you change if . . .?,apply,application,pone.0230442.s002.docx,274,none,test
pone-row-1c8c116117310089,pone-question-752b84ff31b4b163,What questions would you ask if . . .?,What questions would you ask if . . .?,apply,application,pone.0230442.s002.docx,275,none,validation
pone-row-905dcfc1be5f62f2,pone-question-f9c5a2a4f75520ee,Who can use what we know about sonnets and finish this poem?,Who can use what we know about sonnets and finish this poem?,apply,application,pone.0230442.s002.docx,276,none,train
pone-row-800333a146b2393b,pone-question-10208c351748b1cc,Would this information be useful if you had a . . .?,Would this information be useful if you had a . . .?,apply,application,pone.0230442.s002.docx,277,none,train
pone-row-24257c556a94f0d5,pone-question-c6d7022bb34f1c92,Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2, Sketch a prediction of the field lines for the arrangement of electrodes shown in Figure 2,apply,application,pone.0230442.s002.docx,278,none,train
pone-row-38281ccee44d803a,pone-question-52a73b9d89025799,Sketch the blackbody curves for radiation emitted from the Sun and the Earth,Sketch the blackbody curves for radiation emitted from the Sun and the Earth,apply,application,pone.0230442.s002.docx,279,none,test
pone-row-37785d652a8aade5,pone-question-cab12cd9ff72a541,Sketch a typical absorption process in a packed column with regeneration in form of,Sketch a typical absorption process in a packed column with regeneration in form of,apply,application,pone.0230442.s002.docx,280,none,validation
pone-row-443a36b026874264,pone-question-cff46ab52058ca41,sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight, sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight,apply,application,pone.0230442.s002.docx,281,missing_context,validation
pone-row-89eb905b78ff5ae3,pone-question-194fe901acab2f9c,How do teenagers use code in emails and instant messages?,How do teenagers use code in emails and instant messages?,apply,application,pone.0230442.s002.docx,282,none,test
pone-row-a578dad2f8c13397,pone-question-2ccf7c9c5cc84b43,Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima, Use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,apply,application,pone.0230442.s002.docx,283,none,train
pone-row-fa1e2d96614eec70,pone-question-c413f2c8620e742b,Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,  Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,apply,application,pone.0230442.s002.docx,284,missing_context,validation
pone-row-c81a7eca8db7a798,pone-question-769a932878e0a1d9,Use tableau methods to prove that the following tableau is valid.,Use tableau methods to prove that the following tableau is valid.,apply,application,pone.0230442.s002.docx,285,missing_context,train
pone-row-8c15b57daea5faa3,pone-question-1ad7387b9814ed5c,Use a sketch too find the exact value of each expression,Use a sketch too find the exact value of each expression,apply,application,pone.0230442.s002.docx,286,none,validation
pone-row-e3ac51bc4b91552c,pone-question-592b9f6bef5bd731,Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,apply,application,pone.0230442.s002.docx,287,none,train
pone-row-441ef933c9ffd57b,pone-question-a5e489012446c90b,What happens if you restrict a determinental process to a subset R S?, What happens if you restrict a determinental process to a subset R  S? ,apply,application,pone.0230442.s002.docx,288,none,train
pone-row-bed6f2532513f62e,pone-question-747c12c90b933dc4,What would happen if the rainfall doubled in your state next year,What would happen if the rainfall doubled in your state next year,apply,application,pone.0230442.s002.docx,289,none,test
pone-row-ae367e9622c4addc,pone-question-bd2d52347ef5e721,What happens if you change the direction of the displacement (but not its size)?,What happens if you change the direction of the displacement (but not its size)?,apply,application,pone.0230442.s002.docx,290,none,train
pone-row-57a2ed54b2d280ef,pone-question-d7ad9e9037dc22aa,What would you do if a heavy growth of bacteria had occurred,What would you do if a heavy growth of bacteria had occurred ,apply,application,pone.0230442.s002.docx,291,none,validation
pone-row-6920a016a13739e6,pone-question-374e0f4a410834b5,What would result if ...,What would result if …,apply,application,pone.0230442.s002.docx,292,placeholder,train
pone-row-62575e4e5d5f46a5,pone-question-d837bc8304e94d9a,What approach would you use to prove the truth of the below statement,What approach would you use to prove the truth of the below statement ,apply,application,pone.0230442.s002.docx,293,missing_context,train
pone-row-d97fa557af929b99,pone-question-8a5f52a24457b59b,Construct one Turing Machine for computing each of the following functions, Construct one Turing Machine for computing each of the following functions,apply,application,pone.0230442.s002.docx,294,missing_context,train
pone-row-bffe9ebf5ef59abd,pone-question-376903740ef7545a,Construct a Venn diagram to determine the validity of the given argument.,Construct a Venn diagram to determine the validity of the given argument.,apply,application,pone.0230442.s002.docx,295,missing_context,train
pone-row-1372fab770f9c4d6,pone-question-009689a6f94412cb,Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Construct a dictionary and a truth table to determine if the following statements are logically equivalent,apply,application,pone.0230442.s002.docx,296,missing_context,train
pone-row-6e6616f473ced4a3,pone-question-31fb4da777456c05,"How can we construct H given I, B and E?","How can we construct H given I, B and E?",apply,application,pone.0230442.s002.docx,297,none,train
pone-row-1ce1c81f79652185,pone-question-3ecc047135b50356,Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network, Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,apply,application,pone.0230442.s002.docx,298,none,train
pone-row-6f07a4097d37cd2c,pone-question-e1681e26bc2ded97,How do you construct foliations on a given manifold M?, How do you construct foliations on a given manifold M?,apply,application,pone.0230442.s002.docx,299,none,train
pone-row-56159b9e3c05d6d7,pone-question-2643ff6dd1eb5e38,How to Construct the Optimal Maintenance Problem,How to Construct the Optimal Maintenance Problem,apply,application,pone.0230442.s002.docx,300,none,train
pone-row-bd2efdfd88bd3bfa,pone-question-7c77b9a4c39edc5a,How to construct simple solutions when problems are complex?,How to construct simple solutions when problems are complex?,apply,application,pone.0230442.s002.docx,301,none,test
pone-row-bd9aa172c222cf0f,pone-question-131855d71581be72,Construct the 4-Bit Ripple carry Adder Circuit,Construct the 4-Bit Ripple carry Adder Circuit,apply,application,pone.0230442.s002.docx,302,none,test
pone-row-afc6f7427930cfdb,pone-question-a623bd9cbd6b4fe2,Construct an analog circuit with the following specifications,Construct an analog circuit with the following specifications,apply,application,pone.0230442.s002.docx,303,missing_context,test
pone-row-ef48a58a1fbb0f8b,pone-question-fc4b232a8e27c281,Construct the Data Path of the RISC Processor given in the previous question,Construct the Data Path of the RISC Processor given in the previous question ,apply,application,pone.0230442.s002.docx,304,none,train
pone-row-8521201e591c7643,pone-question-c3fb73dfb3636c23,How do we construct agents that can deliver. “good” assistance,How do we construct agents that can deliver. “good” assistance,apply,application,pone.0230442.s002.docx,305,none,train
pone-row-1eef9811cfc5d1a9,pone-question-6af5caf798cc6ebc,How to construct the selected information system,How to construct the selected information system,apply,application,pone.0230442.s002.docx,306,missing_context,train
pone-row-749377cb4d138f77,pone-question-2a80ce701a5e6750,Show how they have used creative writing strategies appropriate to the format,Show how they have used creative writing strategies appropriate to the format,apply,application,pone.0230442.s002.docx,307,none,train
pone-row-15b5dfab0ef5a74c,pone-question-074d30f3647a73e0,Show how to modify Fitch's algorithm given in class today to accommodate non-binary,Show how to modify Fitch's algorithm given in class today to accommodate non-binary,apply,application,pone.0230442.s002.docx,308,none,train
pone-row-8f2ce4f626eb7644,pone-question-d01fc13f07a0d673,Show how E-CRM can be used to improve marketing positioning as explained in the article,Show how E-CRM can be used to improve marketing positioning as explained in the article,apply,application,pone.0230442.s002.docx,309,missing_context,train
pone-row-5530b5660b5bc353,pone-question-60f037314004b3e1,How would you show your understanding of the ABC process,How would you show your understanding of the ABC process,apply,application,pone.0230442.s002.docx,310,none,train
pone-row-ea0ce4a94b5aec5b,pone-question-94d8fa7fa4724df7,Show me how you would check the brake lights are working on this car,Show me how you would check the brake lights are working on this car,apply,application,pone.0230442.s002.docx,311,none,train
pone-row-3c43368b01f11ba9,pone-question-7a062292dc896001,Analyze safe and dangerous aspects of these features.,Analyze safe and dangerous aspects of these features.,analyze,analysis,pone.0230442.s002.docx,317,none,train
pone-row-303cf3f6cc14bb9f,pone-question-527b7e95ddd155f0,Analyze the characteristics of frogs.,Analyze the characteristics of frogs.,analyze,analysis,pone.0230442.s002.docx,318,none,train
pone-row-ba1f6bedf2804f3b,pone-question-f44bb4577eb19378,Analyze the movements and sounds of a frog.,Analyze the movements and sounds of a frog.,analyze,analysis,pone.0230442.s002.docx,319,none,train
pone-row-03285f975a180a63,pone-question-c89ea430e4b84b0f,"Analyze the problem, identifying its variables.","Analyze the problem, identifying its variables.",analyze,analysis,pone.0230442.s002.docx,320,none,test
pone-row-bfe9ad9fc2b1bcd3,pone-question-5435108d21ee8bff,Break down the components of a standard film camera and explain how they interact to make the machine work.,Break down the components of a standard film camera and explain how they interact to make the machine work.,analyze,analysis,pone.0230442.s002.docx,321,none,train
pone-row-fb3fdde6010ed43d,pone-question-be187d07d758e9f6,Break down the main actions of the story.,Break down the main actions of the story.,analyze,analysis,pone.0230442.s002.docx,322,missing_context,train
pone-row-98e02746e32a2dab,pone-question-96c8f378fe8da951,"By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?","By comparing the map of the tectonic plates to the earthquake map, what inferences can you make?",analyze,analysis,pone.0230442.s002.docx,323,none,train
pone-row-0e8a3a7524d727fa,pone-question-cafc95e059e6ad81,Can you compare your . . . with that presented in . . .?,Can you compare your . . . with that presented in . . .?,analyze,analysis,pone.0230442.s002.docx,324,none,train
pone-row-ae93775854b9c991,pone-question-5e4b0f051796d4c7,Can you distinguish between . . .?,Can you distinguish between . . .?,analyze,analysis,pone.0230442.s002.docx,325,none,validation
pone-row-206c5317814bbc72,pone-question-8118b78cc4f80623,Can you explain what must have happened when . . .?,Can you explain what must have happened when . . .?,analyze,analysis,pone.0230442.s002.docx,326,none,test
pone-row-f0114f3a0009ace2,pone-question-b805fb4a365757c8,Can you find four different feelings Pa Lia had during the story?,Can you find four different feelings Pa Lia had during the story?,analyze,analysis,pone.0230442.s002.docx,327,missing_context,train
pone-row-53bc7c7ed803c428,pone-question-b3b2823d78a60438,Compare and contrast animals that the class has made.,Compare and contrast animals that the class has made.,analyze,analysis,pone.0230442.s002.docx,328,none,train
pone-row-23b01b3dd3e09f61,pone-question-b9195d9fa37b04eb,Compare and contrast our school to other communities.,Compare and contrast our school to other communities.,analyze,analysis,pone.0230442.s002.docx,329,none,train
pone-row-a215c162f1f13bec,pone-question-a6474a15c269b633,"Compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process?","Compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process? ",analyze,analysis,pone.0230442.s002.docx,330,none,test
pone-row-1ec30f0f11ff84de,pone-question-c722c2e50362ea2d,Compare and contrast the waterfall model with the prototyping model.,Compare and contrast the waterfall model with the prototyping model.,analyze,analysis,pone.0230442.s002.docx,331,none,train
pone-row-13c260cc8c12925f,pone-question-c896688513dd7f8d,Compare and contrast two characters in the book.,Compare and contrast two characters in the book.,analyze,analysis,pone.0230442.s002.docx,332,none,train
pone-row-8025ea3bf42780ef,pone-question-a843197f98e99c42,Compare fall and spring,Compare fall and spring,analyze,analysis,pone.0230442.s002.docx,333,none,train
pone-row-35815e547af67c53,pone-question-88b342ebf63b909a,Compare herbatious and carnivorous animals on a Venn diagram.,Compare herbatious and carnivorous animals on a Venn diagram.,analyze,analysis,pone.0230442.s002.docx,334,missing_context,train
pone-row-f02ba28bbceac5ec,pone-question-891f205dd533ca00,Compare how different children come to school.,Compare how different children come to school.,analyze,analysis,pone.0230442.s002.docx,335,none,train
pone-row-a624fab57dea54b3,pone-question-26d44e6d9ed5f33f,Compare the place where the story happened with where you live.,Compare the place where the story happened with where you live.,analyze,analysis,pone.0230442.s002.docx,336,missing_context,train
pone-row-1b37c266f1c039dc,pone-question-429f8505eaf06ac2,Compare this book to the last book you read.,Compare this book to the last book you read.,analyze,analysis,pone.0230442.s002.docx,337,none,train
pone-row-a70e7ec3f6624b6c,pone-question-da56d4e381853241,Compare three celebrations using a Venn diagram.,Compare three celebrations using a Venn diagram.,analyze,analysis,pone.0230442.s002.docx,338,missing_context,train
pone-row-74a784c8968224e8,pone-question-d778adc1c53ca1b1,Compare two dog food commercials. What is the difference between them and how do they both sell their products?,Compare two dog food commercials. What is the difference between them and how do they both sell their products?,analyze,analysis,pone.0230442.s002.docx,339,none,train
pone-row-c525ef638addd5a4,pone-question-6c597f75114c7b37,Compare two of the characters in this book.,Compare two of the characters in this book.,analyze,analysis,pone.0230442.s002.docx,340,none,train
pone-row-de35d15259ce354d,pone-question-c73b00d492f845b7,Conduct an investigation to produce information to support a view.,Conduct an investigation to produce information to support a view.,analyze,analysis,pone.0230442.s002.docx,341,none,train
pone-row-e41e15a90a626379,pone-question-146d94c5b48549d5,Contrast building in the coastal zone with building in a river floodplain.,Contrast building in the coastal zone with building in a river floodplain.,analyze,analysis,pone.0230442.s002.docx,342,none,validation
pone-row-9e1b0d71f1153cbf,pone-question-b19650c388be910e,Contrast Olympic athletes of today with athletes of past Olympic games.,Contrast Olympic athletes of today with athletes of past Olympic games.,analyze,analysis,pone.0230442.s002.docx,343,none,test
pone-row-059241f61a9ff265,pone-question-73f9ddf575ded9a1,Differentiate between .call by value and call by reference.,Differentiate between .call by value and call by reference.,analyze,analysis,pone.0230442.s002.docx,344,none,train
pone-row-83428cbfd8757705,pone-question-e8f005fb008bba19,Differentiate printf function calls for displaying prompts and for echoing data.,Differentiate printf function calls for displaying prompts and for echoing data.,analyze,analysis,pone.0230442.s002.docx,345,none,validation
pone-row-7d469a77d168accc,pone-question-376b3f465c9ce538,Distinguish between micro and macro economics.,Distinguish between micro and macro economics.,analyze,analysis,pone.0230442.s002.docx,346,none,test
pone-row-de924d7b4ea6e90c,pone-question-a17667f6e367dc29,Distinguish facts from hypotheses,Distinguish facts from hypotheses,analyze,analysis,pone.0230442.s002.docx,347,none,test
pone-row-8b97aa7a1b7d5ff6,pone-question-0d2a21d4d64d19bf,"Divide the story into initiating event, rising action, climax, and falling action","Divide the story into initiating event, rising action, climax, and falling action",analyze,analysis,pone.0230442.s002.docx,348,missing_context,test
pone-row-0c3c5960e100c977,pone-question-5727ae6925cc8d62,"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.","Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",analyze,analysis,pone.0230442.s002.docx,349,none,train
pone-row-d96e252d650e8814,pone-question-61529f7aa74ded31,"Explain the term conjugal families, by making reference to the different types of societies to which they could belong.","Explain the term conjugal families, by making reference to the different types of societies to which they could belong.",analyze,analysis,pone.0230442.s002.docx,350,none,train
pone-row-9910ae7b54852993,pone-question-ef67fa376649ab78,analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,analyze the positive and negative points presented concerning the abolition of guns and write a brief (2-3page) narrative of your analysis.,analyze,analysis,pone.0230442.s002.docx,351,none,test
pone-row-503e12be798cd1e5,pone-question-5fc02cf087d109b2,"Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.","Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",analyze,analysis,pone.0230442.s002.docx,352,none,validation
pone-row-6c9c1fdce437b452,pone-question-7c13c86f4d823eda,How does your pet differ from other animals?,How does your pet differ from other animals?,analyze,analysis,pone.0230442.s002.docx,353,none,train
pone-row-e532c69f7bb4fdf5,pone-question-f5dde26f6845c32d,How does...compare/contrast with...?,How does...compare/contrast with...?,analyze,analysis,pone.0230442.s002.docx,354,placeholder,train
pone-row-5a6a2f6eda78c3f8,pone-question-7c7d275cd7e1db0d,How is . . . similar to . . .?,How is . . . similar to . . .?,analyze,analysis,pone.0230442.s002.docx,355,none,train
pone-row-45d9e28734519cd0,pone-question-b933f58399b7e1c3,How was life different in your town 100 years ago?,How was life different in your town 100 years ago?,analyze,analysis,pone.0230442.s002.docx,356,none,test
pone-row-277e6d007e525ac3,pone-question-6b832550735b3121,How was this similar to . . .?,How was this similar to . . .?,analyze,analysis,pone.0230442.s002.docx,357,none,train
pone-row-91baf01d1b22a83f,pone-question-412f0af5e1836627,How would this story be different if it had happened in a different country?,How would this story be different if it had happened in a different country?,analyze,analysis,pone.0230442.s002.docx,358,missing_context,train
pone-row-78dcedec8e353328,pone-question-4e259a9af9bf3efa,How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,analyze,analysis,pone.0230442.s002.docx,359,none,train
pone-row-94411e7de1db159c,pone-question-a1b0c6e87037d703,"If your story happened in a foreign land, compare that land to the United States.","If your story happened in a foreign land, compare that land to the United States.",analyze,analysis,pone.0230442.s002.docx,360,missing_context,train
pone-row-4c9e8354e5fcd823,pone-question-023b7e7c9911cc6d,"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.","If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",analyze,analysis,pone.0230442.s002.docx,361,missing_context,train
pone-row-3c762895a94a0dcd,pone-question-438c73947d3da6d9,Investigate innovations that can enhance future Olympics.,Investigate innovations that can enhance future Olympics.,analyze,analysis,pone.0230442.s002.docx,362,none,validation
pone-row-019754e58c312553,pone-question-86018d2d01cd32a8,Make a diagnosis or analyze a case study.,Make a diagnosis or analyze a case study.,analyze,analysis,pone.0230442.s002.docx,363,none,train
pone-row-2b0046ed7d143fce,pone-question-2eea5e6f7cc62b94,Select the athlete of the century and analyze why you chose this person.,Select the athlete of the century and analyze why you chose this person.,analyze,analysis,pone.0230442.s002.docx,364,none,train
pone-row-08a01d3882aaf780,pone-question-bf4f9cf20d2b62ec,"If interest were compounded monthly instead of daily, what would the difference in interest be?","If interest were compounded monthly instead of daily, what would the difference in interest be?",analyze,analysis,pone.0230442.s002.docx,365,none,validation
pone-row-33ed0f06f14d1b19,pone-question-71d31ebe3c974641,What are the parts or features of...?,What are the parts or features of...?,analyze,analysis,pone.0230442.s002.docx,366,placeholder,train
pone-row-7197cab1a80943c1,pone-question-18b16a79cd282608,Distinguish between the following giving suitable examples,Distinguish between the following giving suitable examples,analyze,analysis,pone.0230442.s002.docx,367,missing_context,train
pone-row-ab450ef4038d4fe6,pone-question-b311e47c46572d41,Distinguish between abstract date types (ADTs) and implementations of ADTs,Distinguish between abstract date types (ADTs) and implementations of ADTs,analyze,analysis,pone.0230442.s002.docx,368,none,validation
pone-row-af5920fed7507069,pone-question-e4ff5596d4c86023,"How do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type"," How do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type",analyze,analysis,pone.0230442.s002.docx,369,none,train
pone-row-e06c372172c42a66,pone-question-bbf9779fcc7ce233,How does Tdap differ from Td vaccine,How does Tdap differ from Td vaccine,analyze,analysis,pone.0230442.s002.docx,370,none,train
pone-row-c48a3dcc40271d54,pone-question-6fd3b556354fd5e8,How does autonomy differ with age,How does autonomy differ with age,analyze,analysis,pone.0230442.s002.docx,371,none,train
pone-row-d68380d35e3635d3,pone-question-66e26f3f042bb82f,In what ways do female offenders differ from male offenders,In what ways do female offenders differ from male offenders,analyze,analysis,pone.0230442.s002.docx,372,none,validation
pone-row-063fd866bb144b92,pone-question-ecdc124310ba9640,in what ways trajectory patterns differ according to ABC,in what ways trajectory patterns differ according to ABC,analyze,analysis,pone.0230442.s002.docx,373,none,train
pone-row-1d86715b6e47c635,pone-question-0beff9f8fd13ff3f,How do psychologists differ in their general attitudes toward third party presence,How do psychologists differ in their general attitudes toward third party presence,analyze,analysis,pone.0230442.s002.docx,374,none,train
pone-row-28c59a85e89bfcdc,pone-question-0766a1d5dd0a4ab3,How did Chinese newspapers differ from US,How did Chinese newspapers differ from US,analyze,analysis,pone.0230442.s002.docx,375,none,train
pone-row-3b9cbb023bb89dbb,pone-question-84ccb2bf2552ce0d,How does public health reporting differ today from reporting two years before,How does public health reporting differ today from reporting two years before,analyze,analysis,pone.0230442.s002.docx,376,none,train
pone-row-3f8fb3ccb0540a9a,pone-question-0a6b81971e0d297f,How does an endorsement differ from a teaching certificate,How does an endorsement differ from a teaching certificate,analyze,analysis,pone.0230442.s002.docx,377,none,train
pone-row-5cdf3a43e3c0a51a,pone-question-777dcbfa59b86311,How do we differentiate between genuine buyer and undercover buyer,How do we differentiate between genuine buyer and undercover buyer,analyze,analysis,pone.0230442.s002.docx,378,none,train
pone-row-23a8290344bdfa9f,pone-question-0b88f559ee2555e8,How do we differentiate between an interview and an interrogation?, How do we differentiate between an interview and an interrogation?,analyze,analysis,pone.0230442.s002.docx,379,none,train
pone-row-84914ff2f54ee8d0,pone-question-919f50a84fccdb91,Differentiate between the following terms along with appropriate examples,Differentiate between the following terms along with appropriate examples,analyze,analysis,pone.0230442.s002.docx,380,missing_context,train
pone-row-ed85aa19e68fa783,pone-question-3eb86842345dd14b,Differentiate the following functions using the quotient rule,Differentiate the following functions using the quotient rule,analyze,analysis,pone.0230442.s002.docx,381,missing_context,train
pone-row-3c528a645ab85a5b,pone-question-782b275e23f8c5ac,Can you differentiate between ethnic Chinese and ethnic Koreans,Can you differentiate between ethnic Chinese and ethnic Koreans,analyze,analysis,pone.0230442.s002.docx,382,none,validation
pone-row-54f5282498a886ae,pone-question-da5daed270c9384f,How would you differentiate obstructive apneas from central apneas,How would you differentiate obstructive apneas from central apneas,analyze,analysis,pone.0230442.s002.docx,383,none,train
pone-row-853b1f6708681486,pone-question-62ad589a29c55d8a,How would you differentiate a project from a program,How would you differentiate a project from a program,analyze,analysis,pone.0230442.s002.docx,384,none,test
pone-row-fde99743690a5a51,pone-question-85c83f986affd422,How is scientific progress similar to Darwinian evolution according to Kuhn,How is scientific progress similar to Darwinian evolution according to Kuhn,analyze,analysis,pone.0230442.s002.docx,385,none,test
pone-row-b20897bf31ca39ca,pone-question-a01edf684361dc12,"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ","in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",analyze,analysis,pone.0230442.s002.docx,386,none,train
pone-row-5cbbc0fcb799e170,pone-question-a25a081161268f44,In what ways are foxes similar to wolves and dogs,In what ways are foxes similar to wolves and dogs,analyze,analysis,pone.0230442.s002.docx,387,none,train
pone-row-7c72d12ef2143d76,pone-question-16230c45d6989ee6,How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?, How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,analyze,analysis,pone.0230442.s002.docx,388,none,train
pone-row-fdb4e48045739369,pone-question-cee1c97dd280e591,Examine the data in the EMPLOYEES and DEPARTMENTS tables,Examine the data in the EMPLOYEES and DEPARTMENTS tables,analyze,analysis,pone.0230442.s002.docx,389,none,train
pone-row-cbaafa0090ebf8f6,pone-question-da566a5dcd1b2b00,Examine the differences between the model excluding the most influential observation and the model including all observations., Examine the differences between the model excluding the most influential observation and the model including all observations.,analyze,analysis,pone.0230442.s002.docx,390,none,validation
pone-row-d76b5239c8980cb0,pone-question-a8cf794bd1028f7d,Critically examine the strengths and weaknesses of the positivist paradigm,Critically examine the strengths and weaknesses of the positivist paradigm,analyze,analysis,pone.0230442.s002.docx,391,none,train
pone-row-1102164893f3e0af,pone-question-7a05bc68bc53835b,Examine differences between the means of each individual switching factor.,Examine differences between the means of each individual switching factor.,analyze,analysis,pone.0230442.s002.docx,392,none,train
pone-row-3c94531f8aad0de2,pone-question-84635f629a1d45e6,Examine carefully the given map extract on the following page to help you work out the exercise below., Examine carefully the given map extract on the following page to help you work out the exercise below.,analyze,analysis,pone.0230442.s002.docx,393,missing_context,validation
pone-row-b67da5e31aeb17a8,pone-question-3cd278e66caec86b,"Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums"," Inspect each of these Boolean expressions, and determine whether each one is a sum of products, or a product of sums",analyze,analysis,pone.0230442.s002.docx,394,none,validation
pone-row-702bbe9b9ef75c8c,pone-question-ff1e0937350abdbf,Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?, Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,analyze,analysis,pone.0230442.s002.docx,395,none,validation
pone-row-289c9182c3f00312,pone-question-c4afa4203f05c3d1,Can you distinguish for me between what is reasonably achievable and what are exaggerations, Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,analyze,analysis,pone.0230442.s002.docx,396,none,test
